source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3087,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",36,153,28,36,22,133.9,144.5,142.3,145.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,60,163,14,47,14,107.0,128.1,114.6,135.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,95,362,95,95,59,142.6,152.5,144.9,156.5
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,104,1396,368,105,40,163.6,164.9,169.0,162.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,47,115,19,43,19,112.6,131.5,117.7,138.8
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,57,230,53,57,29,149.6,153.0,143.9,157.9
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P55-P56,9147 Gestão [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9147,Gestão,Licenciatura,6800,ISCTE - Instituto Universitário de Lisboa,175,1472,429,175,114,170.0,172.0,170.7,173.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,0150,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,36,312,114,38,23,147.9,153.2,148.4,155.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,0201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,67,852,184,69,24,158.8,162.5,165.4,161.0
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,0300,Universidade de Aveiro,33,522,85,33,12,166.0,169.9,173.6,166.1
